

## Examples
```yaml
game:
  character:
    age: 23
    background: I'm a wizard
    first_name: Harry
    id: 123456789
    last_name: Potter
    physical_appearance:
    - eye_color: blue
      hair_color: brown
      height: 1.8
      weight: 80
    place_of_birth: Hogwarts
    role: student
    species: human
```

## Notes
- If you don't know the answer to a question, please don't share false information.
- Please ensure that your responses are socially unbiased and positive in nature.
- If a question does not make any sense, or is not factually coherent, explain why instead of answering something not correct.

## Sources
- https://github.com/thomas-brown/gpt-3-prompt-template
- https://www.wizardingworld.com/character/harry-potter
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://www.wizardingworld.com/character/sirius-black
- https://www.wizardingworld.com/character/remus-lupin
- https://www.wizardingworld.com/character/molly-weasley
- https://www.wizardingworld.com/character/minerva-mcgonagall
- https://www.wizardingworld.com/character/draco-malfoy
- https://www.wizardingworld.com/character/neville-longbottom
- https://www.wizardingworld.com/character/severus-snape
- https://www.wizardingworld.com/character/hermione-granger
- https://www.wizardingworld.com/character/ron-weasley
- https://www.wizardingworld.com/character/ginny-weasley
- https://www.wizardingworld.com/character/fred-weasley
- https://www.wizardingworld.com/character/george-weasley
- https://www.wizardingworld.com/character/albus-dumbledore
- https://
